claim_id,customer_id,policy_type,premium_amount,claim_amount,incident_type,incident_severity,claim_date,settlement_days,region,policy_tenure_years,customer_age,fraud_reported,claim_status
CL201546,CU301546,Auto,1006.11,2742.39,Theft,Minor,2025-03-07,18,MB,7,31,0,Approved
CL201547,CU301547,Auto,2130.87,6435.02,Collision,Moderate,2025-03-28,21,MB,4,46,0,Approved
CL201548,CU301548,Life,1699.49,3271.62,Injury,Moderate,2025-05-01,32,ON,9,77,0,Approved
CL201549,CU301549,Auto,1588.87,5161.81,Injury,Moderate,2024-10-01,9,MB,2,33,0,Approved
CL201550,CU301550,Auto,1683.11,19051.15,Theft,Major,2025-09-03,9,QC,2,30,0,Pending
CL201551,CU301551,Home,696.99,4685.35,Water Damage,Moderate,2024-02-13,16,QC,7,73,0,Approved
CL201552,CU301552,Auto,1242.86,1390.41,Water Damage,Minor,2024-10-03,11,AB,10,40,0,Approved
CL201553,CU301553,Auto,808.53,7129.02,Injury,Moderate,2024-06-26,2,ON,9,36,1,Approved
CL201554,CU301554,Auto,1502.37,8522.45,Collision,Moderate,2024-01-31,37,AB,1,61,0,Approved
CL201555,CU301555,Home,1586.88,2327.47,Theft,Minor,2025-02-12,26,AB,11,26,0,Approved
CL201556,CU301556,Auto,1509.36,22519.81,Theft,Major,2024-02-11,37,ON,1,41,0,Approved
CL201557,CU301557,Health,1945.01,2931.61,Injury,Minor,2025-03-19,18,AB,13,30,0,Approved
CL201558,CU301558,Auto,821.11,42297.13,Weather,Total Loss,2025-09-16,35,SK,1,71,0,Approved
CL201559,CU301559,Life,1114.31,4021.41,Weather,Minor,2025-08-06,17,ON,1,36,0,Approved
CL201560,CU301560,Auto,1624.03,12123.49,Injury,Moderate,2025-05-12,28,QC,8,52,0,Approved
CL201561,CU301561,Auto,1560.85,3012.17,Water Damage,Minor,2024-06-28,23,AB,13,49,0,Approved
CL201562,CU301562,Life,897.52,15682.36,Fire,Major,2025-04-22,31,MB,12,48,0,Rejected
CL201563,CU301563,Health,1952.54,18311.65,Water Damage,Major,2025-02-14,31,ON,10,22,0,Approved
CL201564,CU301564,Auto,2098.15,3601.28,Injury,Minor,2024-12-26,34,ON,3,34,0,Approved
CL201565,CU301565,Auto,1628.75,1874.74,Theft,Minor,2024-12-13,23,ON,15,69,0,Pending
CL201566,CU301566,Health,816.19,9837.42,Injury,Moderate,2024-04-13,12,ON,1,51,0,Pending
CL201567,CU301567,Auto,1517.08,2381.05,Collision,Minor,2025-09-11,24,ON,6,70,0,Approved
CL201568,CU301568,Auto,1592.94,2658.99,Collision,Minor,2025-09-02,25,QC,12,52,0,Approved
CL201569,CU301569,Home,1335.83,24763.12,Water Damage,Total Loss,2025-06-16,30,QC,10,37,0,Pending
CL201570,CU301570,Health,2015.84,4405.5,Theft,Moderate,2025-02-03,21,BC,12,39,0,Approved
CL201571,CU301571,Home,1401.31,2304.81,Fire,Minor,2024-04-06,11,SK,12,64,1,Pending
CL201572,CU301572,Home,2333.91,9553.9,Water Damage,Moderate,2025-04-08,22,ON,15,33,0,Approved
CL201573,CU301573,Life,1778.91,2008.63,Theft,Minor,2025-11-30,10,BC,8,54,0,Rejected
CL201574,CU301574,Auto,1565.95,26127.11,Collision,Major,2024-04-06,29,BC,13,74,0,Rejected
CL201575,CU301575,Health,1836.58,2098.99,Collision,Minor,2024-09-16,15,ON,3,68,0,Pending
CL201576,CU301576,Auto,2092.97,4906.27,Fire,Moderate,2025-10-23,30,BC,3,41,0,Rejected
CL201577,CU301577,Health,1827.6,2677.55,Collision,Minor,2025-11-27,35,MB,1,35,0,Approved
CL201578,CU301578,Home,1418.15,38084.49,Collision,Total Loss,2024-11-21,21,ON,4,55,0,Approved
CL201579,CU301579,Auto,1172.83,2631.66,Injury,Minor,2024-07-27,21,SK,2,55,0,Approved
CL201580,CU301580,Home,978.71,7295.87,Theft,Moderate,2024-07-28,18,AB,13,61,0,Approved
CL201581,CU301581,Health,450.0,10141.8,Weather,Moderate,2024-12-08,25,ON,8,23,0,Approved
CL201582,CU301582,Home,1523.18,18478.37,Collision,Major,2024-08-21,32,AB,7,50,0,Approved
CL201583,CU301583,Auto,1287.18,2170.72,Fire,Minor,2025-02-05,18,ON,10,19,0,Approved
CL201584,CU301584,Auto,1309.67,12289.83,Weather,Major,2024-02-28,32,ON,6,77,1,Approved
CL201585,CU301585,Home,1882.12,43411.78,Theft,Total Loss,2024-02-16,29,QC,9,70,0,Pending
CL201586,CU301586,Health,1402.93,2202.03,Theft,Minor,2024-01-04,35,QC,1,62,0,Rejected
CL201587,CU301587,Auto,2245.94,2270.33,Collision,Minor,2025-06-06,14,BC,11,36,0,Approved
CL201588,CU301588,Auto,1209.3,41424.84,Collision,Total Loss,2025-11-05,33,BC,14,63,0,Pending
CL201589,CU301589,Health,1042.2,11026.13,Collision,Moderate,2024-03-17,26,ON,1,45,0,Approved
CL201590,CU301590,Auto,921.79,19266.71,Fire,Major,2025-10-29,35,BC,2,57,0,Approved
CL201591,CU301591,Auto,1753.56,17309.53,Collision,Major,2024-04-29,28,QC,3,32,0,Rejected
CL201592,CU301592,Auto,1933.62,2496.04,Collision,Minor,2024-02-05,33,ON,10,47,0,Approved
CL201593,CU301593,Home,1200.35,2181.12,Collision,Minor,2024-07-30,2,MB,12,70,0,Approved
CL201594,CU301594,Life,1003.13,6302.54,Injury,Moderate,2024-08-01,11,SK,13,30,0,Rejected
CL201595,CU301595,Home,2092.72,6313.04,Theft,Moderate,2025-12-02,27,ON,12,41,0,Approved
CL201596,CU301596,Auto,840.83,8785.03,Fire,Moderate,2024-03-23,13,SK,9,36,0,Approved
CL201597,CU301597,Health,1874.29,17555.62,Weather,Major,2025-12-11,23,QC,11,29,0,Approved
CL201598,CU301598,Auto,1210.19,9664.25,Theft,Moderate,2025-09-21,17,AB,5,42,0,Approved
CL201599,CU301599,Life,1616.78,17413.96,Collision,Major,2024-12-23,24,MB,12,54,0,Approved
